CityCode,StateAbbr,StateDesc,CityName,DataSource,Category,Data_Value_Type,Data_Value,MeasureId,Short_Question_Text,LongMeasureName
C-383,OR,Oregon,Medford,BRFSS,Prevention,Crude prevalence,59.8,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Prevention,Crude prevalence,74.1,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-383,OR,Oregon,Medford,BRFSS,Prevention,Crude prevalence,80.6,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-383,OR,Oregon,Medford,BRFSS,Unhealthy Behaviors,Crude prevalence,18.1,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Unhealthy Behaviors,Crude prevalence,21.2,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Unhealthy Behaviors,Crude prevalence,18.8,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Unhealthy Behaviors,Crude prevalence,28.1,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Unhealthy Behaviors,Crude prevalence,33.7,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,19.6,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,24.4,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,5.8,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,9.5,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,4.9,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,5.1,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,7.7,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,33.1,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,2.5,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,12.1,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,10.1,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,2.5,STROKE,Stroke,Stroke among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Health Outcomes,Crude prevalence,12.6,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-384,OR,Oregon,Portland,BRFSS,Prevention,Crude prevalence,9.9,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-384,OR,Oregon,Portland,BRFSS,Prevention,Crude prevalence,69.9,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-384,OR,Oregon,Portland,BRFSS,Prevention,Crude prevalence,60.4,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Prevention,Crude prevalence,71.4,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Prevention,Crude prevalence,67.6,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-384,OR,Oregon,Portland,BRFSS,Prevention,Crude prevalence,35.7,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-384,OR,Oregon,Portland,BRFSS,Prevention,Crude prevalence,28.6,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-384,OR,Oregon,Portland,BRFSS,Prevention,Crude prevalence,70.7,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Prevention,Crude prevalence,75.2,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-384,OR,Oregon,Portland,BRFSS,Prevention,Crude prevalence,82.7,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-384,OR,Oregon,Portland,BRFSS,Unhealthy Behaviors,Crude prevalence,20,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Unhealthy Behaviors,Crude prevalence,16.6,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Unhealthy Behaviors,Crude prevalence,14.3,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Unhealthy Behaviors,Crude prevalence,22.8,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-384,OR,Oregon,Portland,BRFSS,Unhealthy Behaviors,Crude prevalence,30.8,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,25.5,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,29.2,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,6.5,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,10.4,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,6.2,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,6.8,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,9,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,34.4,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,2.9,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,14.2,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,13,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,3.1,STROKE,Stroke,Stroke among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Health Outcomes,Crude prevalence,15,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-385,OR,Oregon,Salem,BRFSS,Prevention,Crude prevalence,13.6,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-385,OR,Oregon,Salem,BRFSS,Prevention,Crude prevalence,70.1,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-385,OR,Oregon,Salem,BRFSS,Prevention,Crude prevalence,60.7,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Prevention,Crude prevalence,69.1,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Prevention,Crude prevalence,64.4,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-385,OR,Oregon,Salem,BRFSS,Prevention,Crude prevalence,34,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-385,OR,Oregon,Salem,BRFSS,Prevention,Crude prevalence,30.9,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-385,OR,Oregon,Salem,BRFSS,Prevention,Crude prevalence,65.5,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Prevention,Crude prevalence,76.7,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-385,OR,Oregon,Salem,BRFSS,Prevention,Crude prevalence,81.1,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-385,OR,Oregon,Salem,BRFSS,Unhealthy Behaviors,Crude prevalence,16.6,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Unhealthy Behaviors,Crude prevalence,18.6,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Unhealthy Behaviors,Crude prevalence,19.1,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Unhealthy Behaviors,Crude prevalence,34,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-385,OR,Oregon,Salem,BRFSS,Unhealthy Behaviors,Crude prevalence,32.6,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,28.7,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,33.9,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,5.7,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,10.7,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,7.3,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,7.8,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,12.8,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,36,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,3.4,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,15.6,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,15.7,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,3.8,STROKE,Stroke,Stroke among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Health Outcomes,Crude prevalence,24.1,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Prevention,Crude prevalence,18.7,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Prevention,Crude prevalence,74.8,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-386,PA,Pennsylvania,Allentown,BRFSS,Prevention,Crude prevalence,68.6,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Prevention,Crude prevalence,68.1,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Prevention,Crude prevalence,55.6,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-386,PA,Pennsylvania,Allentown,BRFSS,Prevention,Crude prevalence,33.9,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-386,PA,Pennsylvania,Allentown,BRFSS,Prevention,Crude prevalence,28.3,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-386,PA,Pennsylvania,Allentown,BRFSS,Prevention,Crude prevalence,54.3,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Prevention,Crude prevalence,77.5,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Prevention,Crude prevalence,80.6,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Unhealthy Behaviors,Crude prevalence,17.1,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Unhealthy Behaviors,Crude prevalence,21.6,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Unhealthy Behaviors,Crude prevalence,31.6,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Unhealthy Behaviors,Crude prevalence,36.7,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-386,PA,Pennsylvania,Allentown,BRFSS,Unhealthy Behaviors,Crude prevalence,39,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,27.7,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,31,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,6.7,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,10.1,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,6.7,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,6.6,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,10.1,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,34.6,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,2.9,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,13.2,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,12.5,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,3.1,STROKE,Stroke,Stroke among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Health Outcomes,Crude prevalence,15.6,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Prevention,Crude prevalence,12.4,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Prevention,Crude prevalence,77.2,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Prevention,Crude prevalence,71.1,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Prevention,Crude prevalence,71.8,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Prevention,Crude prevalence,62.9,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Prevention,Crude prevalence,39.4,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Prevention,Crude prevalence,32,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-387,PA,Pennsylvania,Bethlehem,BRFSS,Prevention,Crude prevalence,62.2,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
